,last_scraped,name,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,neighbourhood,property_type,room_type,amenities,has_availability,first_review,last_review,license,instant_bookable,id,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
7336,2024-09-05,The Room Upstairs - Free parking,Marta,2013-01-07,within an hour,100%,100%,f,t,"Amsterdam, North Holland, Netherlands",Private room in bed and breakfast,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Body soap"", ""Portable fans"", ""Dedicated workspace"", ""Babysitter recommendations"", ""Pets allowed"", ""Coffee maker"", ""Patio or balcony"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Pocket wifi"", ""Smoke alarm"", ""Smart lock"", ""Stove"", ""Iron"", ""Microwave"", ""Refrigerator"", ""Crib"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Paid washer"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Baby monitor"", ""Self check-in"", ""Conditioner"", ""Wifi"", ""Dishwasher"", ""Hangers"", ""Breakfast"", ""Essentials"", ""Backyard"", ""Free street parking"", ""Heating"", ""Children\u2019s dinnerware"", ""Pack \u2019n play/Travel crib"", ""Paid dryer"", ""Long term stays allowed"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""High chair"", ""Bed linens""]",t,2013-04-29,2024-07-27,0363 1B8D 28E4 12E2 AC80,t,874340,20240905174946,4615590.0,1.0,1.4,52.4,4.88851,2.0,1.0,1.0,2.0,114.0,2.0,60.0,2.0,1125.0,65.0,6.0,62,324,13.4,4.56,4.6,4.55,4.73,4.83,4.8,4.47,1.0,1.0,0.0,0.0
7339,2024-09-05,Nice room inAmsterdam nieuw sloten very nice pleas,Mohanned,2017-02-23,within an hour,100%,100%,f,t,"Amsterdam, NH, Netherlands",Private room in home,Private room,"[""Washer"", ""Pets allowed"", ""TV with standard cable"", ""Hot water"", ""Pocket wifi"", ""Smoke alarm"", ""Iron"", ""Ethernet connection"", ""Lock on bedroom door"", ""Host greets you"", ""Hair dryer"", ""Wifi"", ""Dryer"", ""Cleaning available during stay"", ""Hangers"", ""Essentials"", ""Heating"", ""First aid kit"", ""Shampoo"", ""Private entrance"", ""Kitchen""]",t,2017-04-16,2022-04-17,0363 DFE0 BA9A 9F3B 3F02,f,17420796,20240905174946,117820649.0,1.0,1.4,52.34668,4.8071,1.0,1.0,1.0,1.0,251.2,1.0,60.0,1.0,1125.0,65.0,2.6,90,365,6.0,4.67,5.0,4.5,5.0,5.0,4.67,4.83,1.0,1.0,0.0,0.0
7347,2024-09-05,BedBikeBoat,Frederike,2018-02-26,within a few hours,100%,100%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in houseboat,Private room,"[""Dishes and silverware"", ""Coffee maker"", ""Cooking basics"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Hot water"", ""Smoke alarm"", ""Refrigerator"", ""Canal view"", ""Free parking on premises"", ""Lake access"", ""Host greets you"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Wifi"", ""Hangers"", ""Essentials"", ""Backyard"", ""Free street parking"", ""Heating"", ""Long term stays allowed"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",t,2019-05-28,2024-07-09,0363 1B08 27DA 6742 5829,f,31150995,20240905174946,175483960.0,1.0,1.0,52.4,4.90171,4.0,1.0,2.0,2.0,282.0,3.0,135.4,2.4,1125.0,65.0,0.0,0,153,36.0,4.89,4.81,4.83,4.89,4.92,4.89,4.39,1.0,1.0,0.0,0.0
7356,2024-09-05,"Confortable room, center Amsterdam",Martine,2015-04-12,within an hour,100%,94%,f,t,"Amsterdam Zuid-Oost, Noord-Holland, Netherlands",Private room in rental unit,Private room,"[""Body soap"", ""Private backyard \u2013 Fully fenced"", ""Fast wifi \u2013 354 Mbps"", ""Dedicated workspace"", ""Coffee maker"", ""Cooking basics"", ""First aid kit"", ""Hot water"", ""Iron"", ""Ethernet connection"", ""Refrigerator"", ""Canal view"", ""Resort access"", ""Free parking on premises"", ""Lake access"", ""Lock on bedroom door"", ""Bathtub"", ""Host greets you"", ""Oven"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Free street parking"", ""Heating"", ""Long term stays allowed"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher""]",t,2015-05-04,2024-08-05,0363 4795 1F1D 2BA9 3793,f,6116302,20240905174946,31093577.0,1.0,1.4,52.4,4.9,2.0,1.0,1.0,1.0,86.0,2.8,180.0,3.0,180.0,65.0,0.0,0,87,13.4,4.51,4.58,4.7,4.71,4.8,4.8,4.48,1.0,1.0,0.0,0.0
7358,2024-09-05,Luxurious boutique suite in City Center,Johan,2015-05-21,within an hour,100%,100%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,"[""Smoke alarm"", ""Hangers"", ""Essentials"", ""Iron"", ""Heating"", ""First aid kit"", ""Dedicated workspace"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Shampoo"", ""Wifi"", ""Fire extinguisher"", ""TV with standard cable"", ""Bed linens""]",t,2015-07-11,2024-07-21,0363 132A 4d66 345f c6a9,t,6485103,20240905174946,33890419.0,1.0,1.0,52.36186,4.89185,2.0,1.0,1.0,1.0,155.0,1.0,135.4,2.0,1125.0,65.0,10.0,26,113,13.4,4.9,4.9,4.52,4.9,5.0,4.81,4.23,1.0,1.0,0.0,0.0
7376,2024-09-05,Stylish and comfortable room in quiet area,Sylvia,2012-12-02,within a few hours,100%,47%,t,t,"Amsterdam-Zuidoost, Noord-Holland, Netherlands",Private room in home,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Garden view"", ""Body soap"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hot water"", ""Pocket wifi"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Mini fridge"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Host greets you"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Conditioner"", ""Clothing storage: dresser"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Essentials"", ""Books and reading material"", ""Free street parking"", ""Laundromat nearby"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",t,2016-07-25,2024-08-11,0363 E93D F4C6 E85D 95C8,f,13953385,20240905174946,4301128.0,1.0,2.0,52.4,4.9,2.0,1.0,1.0,1.0,251.2,2.0,3.0,2.0,3.0,65.0,1.0,12,12,67.0,4.73,4.85,4.78,4.85,4.88,4.8,4.55,1.0,1.0,0.0,0.0
7379,2024-09-06,Private double room in Oud West,Will,2015-09-04,undefined time,0%,75%,f,t,undefined,Private room in rental unit,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Body soap"", ""Central heating"", ""Washer"", ""Dedicated workspace"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Microwave"", ""Wine glasses"", ""Coffee maker: Nespresso"", ""Host greets you"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Wifi"", ""Single oven"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Clothing storage: closet and dresser"", ""Paid parking garage off premises"", ""TV"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens""]",t,2023-11-29,2023-12-10,0363 F314 5038 AE43 4613,f,1019675334867733526,20240905174946,43362367.0,1.0,1.0,52.36596112989856,4.8661758702666695,2.0,1.0,1.0,1.0,289.6,1.0,14.0,1.4,14.0,65.0,0.0,0,0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
7388,2024-09-05,Superior Suite with private bath room,Tuhami,2011-04-15,within an hour,100%,100%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,"[""Dishes and silverware"", ""Bidet"", ""Shower gel"", ""Body soap"", ""Coffee maker: Keurig coffee machine"", ""Portable fans"", ""Exterior security cameras on property"", ""Piano"", ""Carbon monoxide alarm"", ""First aid kit"", ""TV with standard cable"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Iron"", ""Cleaning products"", ""Clothing storage: closet"", ""Ethernet connection"", ""Mini fridge"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Bathtub"", ""Extra pillows and blankets"", ""Lock on bedroom door"", ""Host greets you"", ""Hair dryer"", ""Conditioner"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Essentials"", ""Heating"", ""Long term stays allowed"", ""Laundromat nearby"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",t,2021-02-05,2024-05-12,0363 42D3 9D51 60AE D66C,f,47917082,20240905174946,510526.0,1.0,2.0,52.36858,4.88712,2.0,1.0,1.0,1.0,225.0,1.0,365.0,1.9,365.0,65.0,9.0,66,125,13.4,4.69,4.69,4.72,4.84,4.77,4.92,4.52,1.0,1.0,0.0,0.0
7391,2024-09-06,"Stijlvol, ruim twee kamer appartement",Bart & Manon,2014-10-31,within a few hours,100%,79%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in guesthouse,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Garden view"", ""Bay view"", ""Coffee"", ""Boat slip"", ""Body soap"", ""Central heating"", ""Washer"", ""Private living room"", ""Portable fans"", ""Dedicated workspace"", ""Private patio or balcony"", ""Outdoor furniture"", ""Climbing wall"", ""Hot water"", ""Pocket wifi"", ""Waterfront"", ""Smoke alarm"", ""Shared beach access \u2013 Beachfront"", ""Cleaning products"", ""Skate ramp"", ""Movie theater"", ""Radiant heating"", ""Mini fridge"", ""Free dryer \u2013 In building"", ""Central air conditioning"", ""Lake access"", ""Single level home"", ""Coffee maker: Nespresso"", ""Fast wifi \u2013 103 Mbps"", ""Host greets you"", ""Paid street parking off premises"", ""Park view"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""TV"", ""Outdoor dining area"", ""Laundromat nearby"", ""Room-darkening shades"", ""Shampoo"", ""Private entrance"", ""Bed linens""]",t,2023-05-28,2024-07-16,0363 5F5F 2F3F E006 79B0,f,896337544148087263,20240905174946,23179135.0,1.0,3.0,52.35883,4.9,2.0,1.0,1.0,1.0,155.0,3.0,8.0,3.0,8.0,65.0,16.0,71,73,34.0,4.97,4.88,4.91,4.97,4.91,4.88,4.76,1.0,1.0,0.0,0.0
7400,2024-09-05,★A Solo Traveller's Haven★Room in rooftop apt★,Jimmy Tae Jik,2012-10-10,within an hour,100%,96%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Smoking allowed"", ""Free washer \u2013 In unit"", ""Portable fans"", ""Dedicated workspace"", ""Rice maker"", ""Private patio or balcony"", ""Outdoor furniture"", ""Cooking basics"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Microwave"", ""Clothing storage"", ""Refrigerator"", ""Schwarzkopf conditioner"", ""Hema shampoo"", ""Bathtub"", ""Extra pillows and blankets"", ""Lock on bedroom door"", ""Smeg gas stove"", ""Wine glasses"", ""Coffee maker: Nespresso"", ""Host greets you"", ""Safe"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Fast wifi \u2013 96 Mbps"", ""Paid parking lot off premises"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Heating"", ""Outdoor dining area"", ""Freezer"", ""Laundromat nearby"", ""Room-darkening shades"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens""]",t,2018-12-05,2024-08-16,0363 89E7 CABE BC9E CF02,f,30100534,20240905174946,3825472.0,1.0,3.0,52.35981,4.91453,1.0,1.0,1.0,1.0,94.0,2.0,5.0,2.0,1125.0,65.0,2.0,37,124,13.4,4.95,4.97,5.0,4.98,4.98,4.88,4.88,1.0,1.0,0.0,0.0
7406,2024-09-05,Cozy studio close to Johan Cruijff Arena!,Jan,2016-04-01,within an hour,100%,100%,f,t,undefined,Private room in bed and breakfast,Private room,"[""Washer"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Iron"", ""Clothing storage"", ""Refrigerator"", ""Free parking on premises"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Keypad"", ""Self check-in"", ""Wifi"", ""Hangers"", ""Essentials"", ""Room-darkening shades"", ""Heating"", ""TV"", ""Outdoor dining area"", ""First aid kit"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens""]",t,2023-12-18,2024-08-24,03634835DA755DA801E4,f,951228135381718644,20240905174946,65307217.0,1.0,1.0,52.4,4.950931,2.0,1.0,1.0,1.0,119.0,2.0,30.0,1.9,30.0,65.0,16.0,67,67,7.0,4.9,4.71,4.71,4.9,4.86,4.57,4.57,1.0,1.0,0.0,0.0
7407,2024-09-06,"High ceilings, sweet views & 4-poster bed",Pestana Amsterdam Riverside,2023-11-24,within an hour,100%,100%,f,t,undefined,Room in hotel,Private room,"[""Air conditioning"", ""Gym"", ""Smoke alarm"", ""Paid parking on premises"", ""Essentials"", ""Iron"", ""Heating"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Pool"", ""Shampoo"", ""Crib"", ""Wifi"", ""Hot water""]",t,00/00/00,00/00/00,Exempt,t,1031705634361784047,20240905174946,75942371.7,1.0,1.4,52.3533681,4.907164,2.0,1.0,1.0,1.0,289.6,1.0,365.0,1.0,731.0,65.0,0.0,0,0,0.0,4.8,4.9,4.8,4.9,4.9,4.8,4.7,1.0,1.0,0.0,0.0
7408,2024-09-05,Stunning Artist House private room Ams center,Yutian,2023-01-12,within a day,70%,65%,t,t,undefined,Private room in rental unit,Private room,"[""Air conditioning"", ""Paid parking on premises"", ""Washer"", ""TV"", ""Dedicated workspace"", ""Refrigerator"", ""Wifi"", ""Lock on bedroom door"", ""Kitchen""]",t,2023-12-10,2024-07-07,0363FB4B4B8F930E38BE,f,1034268064857918199,20240905174946,75942371.7,1.0,2.0,52.34942,4.93943,1.0,1.0,1.0,1.0,106.0,1.0,7.0,1.0,7.0,65.0,13.0,68,158,13.0,4.92,4.85,4.69,5.0,4.92,4.62,4.77,1.0,1.0,0.0,0.0
7413,2024-09-05,Privat apartment / / Canal House Western Church,Marcel,2019-12-02,within a few hours,100%,100%,t,t,undefined,Private room in condo,Private room,"[""Dishes and silverware"", ""Washer"", ""Exterior security cameras on property"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Other gas stove"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Microwave"", ""Clothing storage"", ""Refrigerator"", ""Wine glasses"", ""Coffee maker: Nespresso"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Hot water kettle"", ""Air conditioning"", ""Hangers"", ""Dining table"", ""Essentials"", ""Heating"", ""TV"", ""Freezer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",t,2023-06-19,2024-08-20,0363 A5FA 52BC A191 0124,f,908468634598233009,20240905174946,313772063.0,1.0,2.0,52.37253,4.88659,2.0,1.0,1.0,1.0,400.0,4.0,29.0,4.0,29.0,65.0,13.0,13,13,13.0,5.0,5.0,4.92,4.92,5.0,5.0,4.77,1.0,1.0,0.0,0.0
7429,2024-09-05,"Wonderful, beautiful and quiet place, welcome!",Fleur,2016-08-04,within a few hours,100%,70%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,"[""Garden view"", ""Private backyard \u2013 Fully fenced"", ""Washer"", ""Coffee maker"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Lockbox"", ""Iron"", ""Refrigerator"", ""Lock on bedroom door"", ""Host greets you"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Indoor fireplace"", ""Self check-in"", ""Wifi"", ""Hangers"", ""Breakfast"", ""Essentials"", ""Free street parking"", ""Heating"", ""TV"", ""Long term stays allowed"", ""Shampoo"", ""Fire extinguisher""]",t,2018-11-20,2024-08-17,03630D86E70F8A2A2E3E,f,29919544,20240905174946,87974972.0,1.0,3.0,52.35229,4.93761,2.0,1.0,1.0,1.0,149.0,2.0,30.0,2.0,30.0,65.0,7.0,59,325,13.4,4.93,4.94,4.93,4.94,4.94,4.86,4.83,1.0,1.0,0.0,0.0
7455,2024-09-06,Perfect home base for your city trip,Daniella,2024-01-09,within an hour,98%,99%,t,t,undefined,Room in hotel,Private room,"[""Air conditioning"", ""Paid parking on premises"", ""Smoke alarm"", ""Essentials"", ""Iron"", ""Heating"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Shampoo"", ""Crib"", ""Wifi"", ""Hot water""]",t,2024-06-30,2024-07-24,Exempt,t,1065133617711590973,20240905174946,75942371.7,1.0,1.4,52.3382545,4.920367,2.0,1.0,1.0,1.0,289.6,1.0,365.0,1.0,731.0,65.0,0.0,0,0,5.0,5.0,4.8,4.8,5.0,4.8,4.8,4.6,1.0,1.0,0.0,0.0
7456,2024-09-05,Amazing home in Pijp,Cecilia,2024-08-19,within a few hours,100%,50%,f,t,undefined,Private room in rental unit,Private room,"[""Air conditioning"", ""Lock on bedroom door"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Washer"", ""Heating"", ""TV"", ""First aid kit"", ""Dedicated workspace"", ""Pets allowed"", ""Carbon monoxide alarm"", ""Wifi"", ""Fire extinguisher"", ""Bathtub"", ""Kitchen"", ""Dryer"", ""Hot water""]",t,00/00/00,00/00/00,0363 39C9 EA33 7839 64C0,t,1232725724754265898,20240905174946,75942371.7,1.0,1.4,52.35532959122082,4.891553007415755,2.0,1.0,1.0,1.0,144.0,1.0,365.0,1.0,365.0,65.0,7.0,7,7,0.0,4.8,4.9,4.8,4.9,4.9,4.8,4.7,1.0,1.0,0.0,0.0
7460,2024-09-05,The Weavery Boutique Bed&Breakfast2,Driss And Bettina,2013-01-07,within a day,100%,100%,t,t,"Amsterdam, NH, Netherlands",Private room in bed and breakfast,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Dedicated workspace"", ""Coffee maker"", ""Paid parking off premises"", ""TV with standard cable"", ""Hot water"", ""Smoke alarm"", ""Refrigerator"", ""Crib"", ""Lock on bedroom door"", ""Host greets you"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Wifi"", ""Hangers"", ""Essentials"", ""Heating"", ""Pack \u2019n play/Travel crib"", ""Long term stays allowed"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",t,2016-07-26,2024-07-25,0363 3293 F67E 2ECB 51E9,f,874076,20240905174946,4614541.0,1.0,1.4,52.361362,4.890488,2.0,1.0,1.0,1.0,204.0,2.0,135.4,2.0,1125.0,65.0,2.0,37,184,13.4,4.99,4.96,4.96,4.97,5.0,4.97,4.91,1.0,1.0,0.0,0.0
7468,2024-09-06,The Blue Room in Artsy City Suite near Beach,IhArt,2023-10-13,within an hour,100%,100%,t,t,undefined,Private room in rental unit,Private room,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Coffee"", ""Kitchenette"", ""Washer"", ""Dedicated workspace"", ""Coffee maker"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Lockbox"", ""Iron"", ""Cleaning products"", ""Mini fridge"", ""Microwave"", ""Clothing storage"", ""Wine glasses"", ""Lake access"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Self check-in"", ""Conditioner"", ""Wifi"", ""Dryer"", ""Cleaning available during stay"", ""Hot water kettle"", ""Air conditioning"", ""Hangers"", ""Essentials"", ""Heating"", ""Long term stays allowed"", ""Freezer"", ""Room-darkening shades"", ""Shampoo"", ""Bed linens""]",t,2024-02-04,2024-04-28,0363 567e 7c9b d9ef 93e5,t,1073605257251313035,20240905174946,75942371.7,1.0,1.4,52.34988608888583,4.9,2.0,1.0,1.0,1.0,289.6,2.0,365.0,2.0,365.0,65.0,0.0,0,0,7.0,5.0,5.0,5.0,4.86,4.86,4.71,5.0,1.0,1.0,0.0,0.0
7479,2024-09-06,A elegant Amsterdam icon for 150+ years,Anantara Grand Hotel Krasnapol,2024-02-02,undefined time,0%,100%,f,t,undefined,Room in hotel,Private room,"[""Air conditioning"", ""Gym"", ""Smoke alarm"", ""Paid parking on premises"", ""Essentials"", ""Iron"", ""Heating"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Shampoo"", ""Crib"", ""Wifi"", ""Hot water""]",t,2024-05-05,2024-05-05,Exempt,t,1082418989799994968,20240905174946,75942371.7,1.0,1.4,52.37272,4.89437,2.0,1.0,1.0,1.0,289.6,1.0,365.0,1.0,547.0,65.0,2.6,81,103,1.0,4.9,5.0,5.0,5.0,5.0,5.0,4.7,1.0,1.0,0.0,0.0
7495,2024-09-06,Charming hideaway for two near museums,Max Brown Hotel Museum Square,2024-02-20,within an hour,100%,99%,f,t,undefined,Room in hotel,Private room,"[""Essentials"", ""Iron"", ""Heating"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Shampoo"", ""Wifi"", ""Hot water""]",t,00/00/00,00/00/00,Exempt,t,1095467563603480670,20240905174946,75942371.7,1.0,1.4,52.3601,4.88193,2.0,1.0,1.0,1.0,289.6,1.0,365.0,1.0,731.0,65.0,0.0,0,0,0.0,4.8,4.9,4.8,4.9,4.9,4.8,4.7,1.0,1.0,0.0,0.0
7502,2024-09-06,NEW: Authentic 2Bed | 2Bath @ Amsterdam Dam Square,Amal,2023-12-16,within an hour,100%,100%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in guest suite,Private room,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Coffee"", ""Free washer \u2013 In unit"", ""Kitchenette"", ""Body soap"", ""Central heating"", ""Private living room"", ""Portable fans"", ""Dedicated workspace"", ""30 inch HDTV with standard cable"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hot water"", ""Smoke alarm"", ""Lockbox"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Mini fridge"", ""Microwave"", ""Wine glasses"", ""Coffee maker: Nespresso"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Self check-in"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Long term stays allowed"", ""Laundromat nearby"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Paid parking garage off premises"", ""Bed linens""]",t,2024-06-13,2024-07-06,0363CE6FDE07412043D8,f,1104951431299282308,20240905174946,75942371.7,1.0,1.4,52.37660266944288,4.894631687681937,4.0,1.0,2.0,1.0,289.6,3.0,365.0,3.0,365.0,65.0,5.0,56,331,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1.0,1.0,0.0,0.0
7519,2024-09-06,Loft-style setup with 2-story windows,"Park Centraal Hotel Amsterdam,",2023-11-08,within an hour,100%,100%,t,t,undefined,Room in hotel,Private room,"[""Air conditioning"", ""Gym"", ""Smoke alarm"", ""Paid parking on premises"", ""Essentials"", ""Iron"", ""Heating"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Shampoo"", ""Wifi"", ""Hot water""]",t,00/00/00,00/00/00,Exempt,t,1133069520372617123,20240905174946,75942371.7,1.0,1.4,52.3615,4.88314,2.0,1.0,1.0,1.0,289.6,1.0,365.0,1.0,547.0,65.0,2.6,82,102,0.0,4.8,4.9,4.8,4.9,4.9,4.8,4.7,1.0,1.0,0.0,0.0
7522,2024-09-06,Deluxe room in Adam Tower,"Sir Adam, Part Of Sircle Colle",2023-11-28,within an hour,100%,100%,f,t,undefined,Room in hotel,Private room,"[""Air conditioning"", ""Gym"", ""Smoke alarm"", ""Paid parking on premises"", ""Essentials"", ""Iron"", ""Heating"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Shampoo"", ""Wifi"", ""Hot water""]",t,00/00/00,00/00/00,Exempt,t,1135500141893783583,20240905174946,75942371.7,1.0,1.4,52.3840968,4.9028607,2.0,1.0,1.0,1.0,289.6,1.0,365.0,1.1,543.8,65.0,2.6,76,100,0.0,4.8,4.9,4.8,4.9,4.9,4.8,4.7,1.0,1.0,0.0,0.0
7523,2024-09-06,Deluxe room overlooking IJ river in Adam Tower,"Sir Adam, Part Of Sircle Colle",2023-11-28,within an hour,100%,100%,f,t,undefined,Room in hotel,Private room,"[""Air conditioning"", ""Gym"", ""Smoke alarm"", ""Paid parking on premises"", ""Essentials"", ""Iron"", ""Heating"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Shampoo"", ""Wifi"", ""Hot water""]",t,00/00/00,00/00/00,Exempt,t,1135500278684799303,20240905174946,75942371.7,1.0,1.4,52.3840968,4.9028607,2.0,1.0,1.0,1.0,289.6,1.0,365.0,1.1,520.8,65.0,2.6,90,114,0.0,4.8,4.9,4.8,4.9,4.9,4.8,4.7,1.0,1.0,0.0,0.0
7524,2024-09-06,Corner room overlooking IJ river in Adam Tower,"Sir Adam, Part Of Sircle Colle",2023-11-28,within an hour,100%,100%,f,t,undefined,Room in hotel,Private room,"[""Air conditioning"", ""Gym"", ""Smoke alarm"", ""Paid parking on premises"", ""Essentials"", ""Iron"", ""Heating"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Shampoo"", ""Wifi"", ""Hot water""]",t,2024-05-10,2024-05-10,Exempt,t,1135500360473650493,20240905174946,75942371.7,1.0,1.4,52.3840968,4.9028607,2.0,1.0,1.0,1.0,289.6,1.0,365.0,1.1,520.8,65.0,2.6,90,114,1.0,4.9,4.9,4.8,4.9,5.0,4.8,4.7,1.0,1.0,0.0,0.0
7532,2024-09-06,Holidays express airport,Alessandro,2022-01-30,within a day,87%,28%,f,t,undefined,Room in hotel,Private room,"[""Air conditioning"", ""Paid parking on premises"", ""Smoke alarm"", ""TV"", ""First aid kit"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Wifi"", ""Fire extinguisher""]",t,00/00/00,00/00/00,Exempt,f,1140382309147514767,20240905174946,75942371.7,1.0,1.4,52.32592238952651,4.867103286087513,2.0,1.0,1.0,1.0,289.6,1.0,365.0,1.0,365.0,65.0,2.6,87,267,0.0,4.8,4.9,4.8,4.9,4.9,4.8,4.7,1.0,1.0,0.0,0.0
