,id,last_scraped,name,host_id,host_name,host_since,host_response_time,host_is_superhost,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,amenities,calendar_last_scraped,has_availability,first_review,last_review,license,instant_bookable,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
21899,1076236293270200461,2024-09-26,Bunbked in Mixed Dorm for 6 People - Middle Bed,558238559,Hostel RF,2024-01-23,within an hour,f,t,Mexico City,Cuauhtémoc,19.40250559768688,-99.16827350433084,Shared room in bed and breakfast,Shared room,"[""Wifi"", ""Freezer"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Host greets you"", ""Refrigerator"", ""Dishes and silverware"", ""Blender"", ""Mini fridge"", ""Free parking on premises"", ""Body soap"", ""Breakfast"", ""Long term stays allowed"", ""Private backyard \u2013 Fully fenced"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Shower gel"", ""Clothing storage: closet"", ""Luggage dropoff allowed"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Cleaning products"", ""Stainless steel single oven"", ""Paid parking lot off premises"", ""Room-darkening shades"", ""Free street parking"", ""Dedicated workspace"", ""Cooking basics"", ""Single level home""]",2024-09-26,t,2024-03-13,2024-05-23,Unknown,f,1.0,0.74,8.0,9.0,1.0,1.0,1.0,2.0,193.0,1.0,365.0,1.0,365.0,27,87,267,2.0,5.0,5.0,5.0,4.5,4.5,5.0,5.0,8.0,1.0,0.0,7.0
21900,1076240615567994359,2024-09-26,Bunbked in Mixed Dorm for 6 People - Bottom Bed,558238559,Hostel RF,2024-01-23,within an hour,f,t,Mexico City,Cuauhtémoc,19.402984543187312,-99.16848273564533,Shared room in bed and breakfast,Shared room,"[""Free parking on premises"", ""Backyard"", ""Wifi"", ""Host greets you"", ""Kitchen"", ""Refrigerator"", ""Dishes and silverware"", ""Outdoor dining area"", ""Smoking allowed""]",2024-09-26,t,No reviews,No reviews,Unknown,f,1.0,0.74,8.0,9.0,1.0,1.0,1.0,2.0,193.0,1.0,365.0,1.0,365.0,30,90,270,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,8.0,1.0,0.0,7.0
21902,1076250198433597621,2024-09-26,Bunbked in Mixed Room for 6 Guests - High Bed,558238559,Hostel RF,2024-01-23,within an hour,f,t,Mexico City,Cuauhtémoc,19.40240979355804,-99.1693670686954,Shared room in bed and breakfast,Shared room,"[""Free parking on premises"", ""Backyard"", ""Wifi"", ""Host greets you"", ""Kitchen"", ""Refrigerator"", ""Dishes and silverware"", ""Essentials"", ""Outdoor dining area"", ""Smoking allowed""]",2024-09-26,t,2024-03-16,2024-05-01,Unknown,f,1.0,0.74,8.0,9.0,1.0,1.0,1.0,0.0,193.0,1.0,365.0,1.0,365.0,30,90,268,2.0,4.8,4.0,4.5,4.5,4.5,4.5,4.5,8.0,1.0,0.0,7.0
21905,1076256049993188880,2024-09-26,Bunbked in Mixed Room for 6 Guests - Middle Bed,558238559,Hostel RF,2024-01-23,within an hour,f,t,Mexico City,Cuauhtémoc,19.4035152,-99.1685641,Shared room in bed and breakfast,Shared room,"[""Free parking on premises"", ""Wifi"", ""Kitchen"", ""Keypad"", ""Self check-in"", ""Outdoor dining area"", ""Smoking allowed""]",2024-09-26,t,No reviews,No reviews,Unknown,f,1.0,0.74,8.0,9.0,1.0,1.0,1.0,0.0,193.0,1.0,365.0,1.0,365.0,30,90,270,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,8.0,1.0,0.0,7.0
21906,1076259206724866844,2024-09-26,Bunbked in Mixed Room for 6 Guests - Bottom Bed,558238559,Hostel RF,2024-01-23,within an hour,f,t,Mexico City,Cuauhtémoc,19.4035152,-99.1685641,Shared room in bed and breakfast,Shared room,"[""Free parking on premises"", ""Backyard"", ""Wifi"", ""Host greets you"", ""Kitchen"", ""Refrigerator"", ""Dishes and silverware"", ""Outdoor dining area"", ""Smoking allowed""]",2024-09-26,t,No reviews,No reviews,Unknown,f,1.0,0.74,8.0,9.0,1.0,1.0,1.0,0.0,193.0,1.0,365.0,1.0,365.0,30,90,270,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,8.0,1.0,0.0,7.0
21925,1076843003953293102,2024-09-26,Bunk Bed in a 6-Person Shared Room,558238559,Hostel RF,2024-01-23,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40317113790753,-99.16828515026243,Shared room in bed and breakfast,Shared room,"[""Shared patio or balcony"", ""Wifi"", ""Freezer"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Host greets you"", ""Refrigerator"", ""Dishes and silverware"", ""Blender"", ""Free parking on premises"", ""Body soap"", ""Hot water kettle"", ""Breakfast"", ""Long term stays allowed"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Shower gel"", ""Clothing storage: closet"", ""Luggage dropoff allowed"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Stainless steel double oven"", ""Outdoor dining area"", ""Safe"", ""Free street parking"", ""Microwave"", ""Cooking basics"", ""Single level home""]",2024-09-26,t,2024-01-31,2024-02-21,Unknown,t,1.0,0.74,8.0,9.0,1.0,1.0,1.0,6.0,228.0,1.0,365.0,1.0,365.0,25,83,263,5.0,5.0,5.0,5.0,4.6,4.8,5.0,5.0,8.0,1.0,0.0,7.0
21934,1080718645181545345,2024-09-25,106 Recámara compartida espaciosa 2,549774825,Raul,2023-12-06,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Miguel Hidalgo,19.40209,-99.18502,Shared room in guesthouse,Shared room,"[""Washer"", ""Coffee maker"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Dishes and silverware"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Dedicated workspace""]",2024-09-25,t,No reviews,No reviews,Unknown,f,0.82,0.85,13.0,21.0,1.0,3.0,1.0,1.0,398.0,1.0,365.0,1.0,365.0,30,90,270,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,13.0,0.0,2.0,11.0
21935,1080721262811522099,2024-09-25,106 Habitación compartida espaciosa 3,549774825,Raul,2023-12-06,within an hour,f,t,Mexico City,Miguel Hidalgo,19.40234,-99.18473,Shared room in guesthouse,Shared room,"[""Washer"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Dedicated workspace""]",2024-09-25,t,No reviews,No reviews,Unknown,f,0.82,0.85,13.0,21.0,1.0,3.0,1.0,1.0,346.0,1.0,365.0,1.0,365.0,30,90,270,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,13.0,0.0,2.0,11.0
21936,1080722195604393381,2024-09-25,106 Habitación espaciosa compartida 4,549774825,Raul,2023-12-06,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Miguel Hidalgo,19.402550698563594,-99.18432553968226,Shared room in guesthouse,Shared room,"[""Washer"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Dedicated workspace""]",2024-09-25,t,No reviews,No reviews,Unknown,f,0.82,0.85,13.0,21.0,1.0,3.0,1.0,1.0,210.0,1.0,365.0,1.0,365.0,30,90,270,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,13.0,0.0,2.0,11.0
21937,1080723055852149003,2024-09-25,106 Habitación espaciosa y cómoda 5,549774825,Raul,2023-12-06,within an hour,f,t,Mexico City,Miguel Hidalgo,19.40227,-99.18588,Shared room in guesthouse,Shared room,"[""Washer"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Dedicated workspace""]",2024-09-25,t,2024-02-25,2024-05-08,Unknown,f,0.82,0.85,13.0,21.0,1.0,3.0,1.0,1.0,203.0,1.0,365.0,1.0,365.0,29,89,269,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,13.0,0.0,2.0,11.0
21938,1080724077018017234,2024-09-25,106 Habitación espaciosa 6,549774825,Raul,2023-12-06,within an hour,f,t,Mexico City,Miguel Hidalgo,19.40338,-99.1857,Shared room in guesthouse,Shared room,"[""Washer"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Dedicated workspace""]",2024-09-25,t,No reviews,No reviews,Unknown,f,0.82,0.85,13.0,21.0,1.0,4.0,1.0,1.0,215.0,1.0,365.0,1.0,365.0,30,90,270,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,13.0,0.0,2.0,11.0
21939,1080725929888958553,2024-09-25,106 habitación compartida 7,549774825,Raul,2023-12-06,within an hour,f,t,Mexico City,Miguel Hidalgo,19.403482358445423,-99.1846263581541,Shared room in guesthouse,Shared room,"[""Washer"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Dedicated workspace""]",2024-09-25,t,No reviews,No reviews,Unknown,f,0.82,0.85,13.0,21.0,1.0,4.0,1.0,1.0,287.0,1.0,365.0,1.0,365.0,30,90,270,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,13.0,0.0,2.0,11.0
21940,1080726884467945579,2024-09-26,106 habitación compartida 8,549774825,Raul,2023-12-06,within an hour,f,t,Mexico City,Miguel Hidalgo,19.40207447407433,-99.18432848155334,Shared room in guesthouse,Shared room,"[""Washer"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Dedicated workspace""]",2024-09-26,t,2024-02-02,2024-09-17,Unknown,f,0.82,0.85,13.0,21.0,1.0,3.0,1.0,1.0,300.0,1.0,365.0,1.0,365.0,0,0,0,3.0,5.0,5.0,5.0,5.0,5.0,4.67,5.0,13.0,0.0,2.0,11.0
21954,1080727833062595018,2024-09-25,106 habitación compartida 9,549774825,Raul,2023-12-06,within an hour,f,t,Mexico City,Miguel Hidalgo,19.40367,-99.1849,Shared room in guesthouse,Shared room,"[""Washer"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Dedicated workspace""]",2024-09-25,t,2024-02-03,2024-02-26,Unknown,f,0.82,0.85,13.0,21.0,1.0,3.0,1.0,1.0,356.0,1.0,365.0,1.0,365.0,30,90,270,3.0,4.33,4.67,4.33,4.33,5.0,4.33,4.33,13.0,0.0,2.0,11.0
21969,1077753391353514408,2024-09-25,Hospedaje en CDMX,293574406,Bellanira Isabel,2019-09-10,within an hour,f,t,Mexico City,Coyoacán,19.3160821611464,-99.11544945091008,Shared room in guesthouse,Shared room,"[""Iron"", ""Wifi"", ""Freezer"", ""Laundromat nearby"", ""Dishes and silverware"", ""Blender"", ""Portable fans"", ""Hangers"", ""Mini fridge"", ""Long term stays allowed"", ""First aid kit"", ""Hot water"", ""Dining table"", ""TV"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Other gas stove"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Room-darkening shades"", ""Microwave"", ""Cooking basics"", ""Free washer \u2013 In unit""]",2024-09-25,t,2024-01-30,2024-09-16,Unknown,t,1.0,0.87,7.0,7.0,7.0,2.0,3.0,1.8,250.0,1.0,365.0,1.0,365.0,23,83,358,6.0,4.83,4.83,5.0,4.83,5.0,4.83,4.67,7.0,0.0,4.0,3.0
21979,1077809842756919302,2024-09-25,Hospedaje Económico en CDMX,293574406,Bellanira Isabel,2019-09-10,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Coyoacán,19.31676,-99.11467,Shared room in home,Shared room,"[""Iron"", ""Washer"", ""Free residential garage on premises \u2013 1 space"", ""Wifi"", ""Freezer"", ""Laundromat nearby"", ""Gas stove"", ""Dishes and silverware"", ""Blender"", ""Portable fans"", ""Hangers"", ""Mini fridge"", ""Long term stays allowed"", ""First aid kit"", ""Hot water"", ""Dining table"", ""TV"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Oven"", ""Drying rack for clothing"", ""LG refrigerator"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Room-darkening shades"", ""Microwave"", ""Cooking basics""]",2024-09-25,t,2024-04-15,2024-06-09,Unknown,f,1.0,0.87,7.0,7.0,7.0,2.0,1.0,4.0,200.0,1.0,365.0,1.0,365.0,29,89,364,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,0.0,4.0,3.0
22031,1079714038586364843,2024-09-25,Shared Room in Lindavista Norte,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Gustavo A. Madero,19.49677176788294,-99.1282353181988,Shared room in guesthouse,Shared room,"[""Shared patio or balcony"", ""Washer"", ""Wifi"", ""Cooking basics"", ""Fire extinguisher"", ""Bed linens"", ""Kitchen"", ""Hammock"", ""Long term stays allowed"", ""Smoking allowed"", ""Drying rack for clothing"", ""Ping pong table"", ""BBQ grill: charcoal"", ""Shared backyard""]",2024-09-25,t,No reviews,No reviews,Unknown,f,1.0,0.3,116.0,124.0,1.0,2.0,1.0,1.0,200.0,28.0,365.0,28.0,365.0,25,85,265,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,115.0,0.0,1.8,0.1
22096,1080699907813025887,2024-09-25,106 Habitación compartida 1,549774825,Raul,2023-12-06,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Miguel Hidalgo,19.4038376247582,-99.18589919592664,Shared room in guesthouse,Shared room,"[""Shared patio or balcony"", ""Wifi"", ""Host greets you"", ""Gas stove"", ""Refrigerator"", ""Dishes and silverware"", ""Paid washer \u2013 In unit"", ""Hammock"", ""Long term stays allowed"", ""First aid kit"", ""Hot water"", ""Luggage dropoff allowed"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Clothing storage"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Microwave""]",2024-09-25,t,2024-09-16,2024-09-16,Unknown,f,0.82,0.85,13.0,21.0,1.0,3.0,1.0,1.0,271.0,1.0,365.0,1.0,365.0,30,90,270,1.0,4.8,4.8,4.8,4.0,4.0,4.9,4.8,13.0,0.0,2.0,11.0
22104,1084429655766226401,2024-09-25,Shared Room 3 blocks from Tlatelolco Metro,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Cuauhtémoc,19.459331089211314,-99.1481028286811,Shared room in guesthouse,Shared room,"[""TV"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoking allowed""]",2024-09-25,t,No reviews,No reviews,Unknown,f,1.0,0.3,116.0,124.0,1.0,1.4,2.0,1.0,200.0,28.0,365.0,28.0,365.0,21,81,261,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,115.0,0.0,1.8,0.1
22188,1085884046300588143,2024-09-25,“Habitación compartida Centro de Coyoacán”,64636986,Mariela,2016-03-27,within an hour,f,t,Mexico City,Coyoacán,19.346877169314364,-99.16679883242136,Shared room in home,Shared room,"[""Iron"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Coffee maker"", ""Backyard"", ""Breakfast"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Bed linens"", ""Outdoor dining area"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Lockbox"", ""Paid parking off premises""]",2024-09-25,t,No reviews,No reviews,Unknown,f,1.0,0.98,6.0,7.0,1.0,2.0,1.0,2.0,600.0,1.0,365.0,1.0,1125.0,0,0,141,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,6.0,1.0,4.0,1.0
22239,1090628837550102786,2024-09-25,Cama individ habtacion compartda,96703748,Diego,2016-09-25,within an hour,f,t,Mexico City,Iztacalco,19.39734685996235,-99.06543944642569,Shared room in guesthouse,Shared room,"[""Free parking on premises"", ""Carbon monoxide alarm"", ""Wifi"", ""Patio or balcony"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Pets allowed"", ""Dedicated workspace"", ""Smoke alarm""]",2024-09-25,t,2024-02-26,2024-02-26,Unknown,f,0.82,0.73,7.0,7.0,1.0,1.0,1.0,0.0,333.0,1.0,365.0,1.0,365.0,29,89,269,1.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,0.0,4.0
22245,1087750875454826957,2024-09-25,Cama individual  habi compartida,96703748,Diego,2016-09-25,within an hour,f,t,Mexico City,Iztacalco,19.39834939795924,-99.06541085356486,Shared room in guesthouse,Shared room,"[""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Exterior security cameras on property"", ""Patio or balcony"", ""Outdoor shower"", ""Paid parking on premises"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Pets allowed"", ""Dedicated workspace"", ""Smoke alarm""]",2024-09-25,t,2024-02-25,2024-02-25,Unknown,f,0.82,0.73,7.0,7.0,1.0,1.0,1.0,1.8,299.0,1.0,365.0,1.0,365.0,29,89,269,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,4.0
22356,1097282556810636634,2024-09-25,Habitación compartida *Solo Mujeres*,563472635,Fernando,2024-02-22,within an hour,f,t,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.3878268,-99.161627,Shared room in hostel,Shared room,"[""Wifi"", ""Freezer"", ""Fire extinguisher"", ""City skyline view"", ""Clothing storage"", ""Kitchen"", ""Long term stays allowed"", ""Ethernet connection"", ""Outdoor dining area"", ""Pets allowed"", ""Microwave"", ""Dedicated workspace"", ""Stove""]",2024-09-25,t,No reviews,No reviews,Unknown,t,1.0,1.0,5.0,5.0,4.0,1.0,1.0,4.0,321.0,1.0,365.0,1.0,365.0,25,85,360,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,2.0,0.0,0.0,2.0
22358,1097293955143646257,2024-09-25,Habitación compartida Mixta,563472635,Fernando,2024-02-22,within an hour,f,t,Mexico City,Benito Juárez,19.3878268,-99.161627,Shared room in hostel,Shared room,"[""Wifi"", ""Pocket wifi"", ""Cleaning available during stay"", ""Coffee"", ""Outdoor shower"", ""Bed linens"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Outdoor dining area"", ""BBQ grill"", ""Hot water"", ""Dedicated workspace"", ""Portable fans""]",2024-09-25,t,2024-05-11,2024-06-29,Unknown,t,1.0,1.0,5.0,5.0,8.0,1.0,1.0,1.8,321.0,1.0,365.0,1.0,365.0,30,90,365,2.0,4.8,4.8,4.8,4.9,4.9,4.9,4.8,2.0,0.0,0.0,2.0
22487,1101800833850311947,2024-09-25,"Habitación, la casa del viajero",85737360,Daniel,2016-07-24,within an hour,f,t,Mexico City,Cuauhtémoc,19.445606022124288,-99.16252532162883,Shared room in home,Shared room,"[""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Washer"", ""TV"", ""Wifi"", ""Clothing storage"", ""Host greets you"", ""Room-darkening shades"", ""Bed linens"", ""Kitchen"", ""Dishes and silverware"", ""Essentials"", ""Free street parking"", ""Hot water"", ""Drying rack for clothing"", ""Cooking basics"", ""Hangers""]",2024-09-25,t,2024-03-25,2024-05-26,Unknown,t,1.0,0.99,10.0,12.0,1.0,2.0,1.0,1.0,350.0,1.0,365.0,2.4,365.0,25,48,323,5.0,4.2,4.6,4.4,4.2,4.6,4.8,4.6,9.0,3.0,2.0,4.0
22670,1111807256523256830,2024-09-26,Fabuloso departamento,565424231,Ivan,2024-03-04,Unknown,f,t,Mexico City,Cuauhtémoc,19.40970936168097,-99.17455607603895,Shared room in rental unit,Shared room,"[""Washer"", ""TV"", ""Wifi"", ""Kitchen"", ""Dedicated workspace""]",2024-09-26,t,No reviews,No reviews,Unknown,f,0.9361689895470384,0.8949061696116056,1.0,2.0,6.0,2.0,1.0,6.0,2400.0,1.0,365.0,1.0,365.0,29,89,269,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,1.0,0.0,0.0,1.0
22684,1111887698385033635,2024-09-26,Habitación compartida en Condesa,455881748,Yula,2022-04-24,within an hour,t,t,Mexico City,Cuauhtémoc,19.4078337,-99.1717581,Shared room in home,Shared room,"[""Wifi"", ""Indoor fireplace"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Outdoor dining area""]",2024-09-26,t,2024-03-18,2024-03-25,Unknown,t,0.97,0.91,7.0,9.0,1.0,1.0,1.0,6.0,321.0,1.0,365.0,1.0,365.0,30,90,269,2.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,7.0,0.0,6.0,1.0
22752,1113072492010532265,2024-09-25,Sólo chicas habitación compartida,549774825,Raul,2023-12-06,within an hour,f,t,Mexico City,Miguel Hidalgo,19.403726618541995,-99.1844163862148,Shared room in guesthouse,Shared room,"[""Washer"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Dedicated workspace""]",2024-09-25,t,No reviews,No reviews,Unknown,f,0.82,0.85,13.0,21.0,1.0,4.0,1.0,5.0,300.0,1.0,365.0,1.0,365.0,29,89,269,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,13.0,0.0,2.0,11.0
22768,1113137500855253448,2024-09-25,Sólo chicas habitación compartida,549774825,Raul,2023-12-06,within an hour,f,t,Mexico City,Miguel Hidalgo,19.403908973044924,-99.1860755807152,Shared room in guesthouse,Shared room,"[""Washer"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Dedicated workspace""]",2024-09-25,t,No reviews,No reviews,Unknown,f,0.82,0.85,13.0,21.0,1.0,4.0,1.0,5.0,300.0,1.0,365.0,1.0,365.0,29,89,269,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,13.0,0.0,2.0,11.0
22797,1115370607962601497,2024-09-25,Loft,567772691,Arturo,2024-03-18,a few days or more,f,t,Mexico City,Cuauhtémoc,19.461299395748046,-99.13709648504376,Shared room in home,Shared room,"[""Wifi"", ""Kitchen"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoking allowed""]",2024-09-25,t,No reviews,No reviews,Unknown,f,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,360.0,1.0,365.0,1.0,365.0,30,90,270,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,1.0,0.0,0.0,1.0
22939,1123151921619036037,2024-09-26,Habitación Compartida Condesa,150617712,Andrea,2017-09-14,within an hour,f,t,Mexico City,Cuauhtémoc,19.41348,-99.17554,Shared room in home,Shared room,"[""Wifi"", ""Kitchen"", ""Self check-in"", ""Outdoor dining area"", ""Cooking basics"", ""Lockbox""]",2024-09-26,t,2024-04-04,2024-08-17,Unknown,t,0.9,0.98,76.0,82.0,2.0,2.0,1.0,1.0,146.0,1.0,365.0,1.0,365.0,25,85,265,4.0,5.0,4.25,4.5,4.75,4.75,5.0,5.0,51.0,0.0,1.8,0.1
23090,1130575772028503256,2024-09-26,Habitacion compartida en casa,150617712,Andrea,2017-09-14,within an hour,f,t,Mexico City,Cuauhtémoc,19.41041,-99.18012,Shared room in home,Shared room,"[""Iron"", ""Wifi"", ""Laundromat nearby"", ""Bikes"", ""Dishes and silverware"", ""Self check-in"", ""Backyard"", ""Long term stays allowed"", ""Essentials"", ""Hot water"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets"", ""Cooking basics"", ""Dedicated workspace"", ""Smoking allowed"", ""Lockbox""]",2024-09-26,t,2024-05-06,2024-05-09,Unknown,t,0.9,0.98,76.0,82.0,4.0,2.0,1.0,1.0,146.0,1.0,365.0,1.0,365.0,30,90,270,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,51.0,0.0,1.8,0.1
23092,1130649393111801523,2024-09-26,habitacion compartida en condesa,150617712,Andrea,2017-09-14,within an hour,f,t,Mexico City,Cuauhtémoc,19.41152603761136,-99.18039669896746,Shared room in home,Shared room,"[""Iron"", ""Wifi"", ""Laundromat nearby"", ""Bikes"", ""Dishes and silverware"", ""Self check-in"", ""Backyard"", ""Long term stays allowed"", ""Essentials"", ""Hot water"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets"", ""Cooking basics"", ""Dedicated workspace"", ""Smoking allowed"", ""Lockbox""]",2024-09-26,t,2024-04-13,2024-06-11,Unknown,t,0.9,0.98,76.0,82.0,3.0,2.0,1.0,1.0,163.0,1.0,365.0,1.0,365.0,30,90,270,5.0,4.8,4.8,4.8,4.9,4.9,4.8,4.8,51.0,0.0,1.8,0.1
23124,1131128251988603914,2024-09-26,habitacion compartida en condesa,150617712,Andrea,2017-09-14,within an hour,f,t,Mexico City,Cuauhtémoc,19.413583081584232,-99.17590191829022,Shared room in home,Shared room,"[""Wifi"", ""Kitchen"", ""Self check-in"", ""Outdoor dining area"", ""Cooking basics"", ""Lockbox""]",2024-09-26,t,2024-04-15,2024-08-11,Unknown,t,0.9,0.98,76.0,82.0,4.0,2.0,1.0,1.0,146.0,1.0,365.0,1.0,365.0,30,90,269,3.0,4.8,4.8,4.8,4.33,4.33,4.33,4.0,51.0,0.0,1.8,0.1
23129,1131227329194801210,2024-09-26,U-Co Roma Nomad Community - Female Dorm,51921637,Marco,2015-12-21,within an hour,f,t,Mexico City,Cuauhtémoc,19.4153645,-99.1581382,Shared room in home,Shared room,"[""Iron"", ""Wifi"", ""Kitchen"", ""Keypad"", ""Self check-in"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics""]",2024-09-26,t,2024-06-22,2024-08-11,Unknown,t,0.97,0.87,13.0,13.0,1.0,4.0,1.0,1.0,446.0,1.0,365.0,1.0,1125.0,30,89,268,4.0,4.75,5.0,5.0,5.0,4.75,5.0,5.0,13.0,0.0,6.0,7.0
23132,1131277216020537630,2024-09-26,Habitacion hostal en condesa,150617712,Andrea,2017-09-14,within an hour,f,t,Mexico City,Cuauhtémoc,19.4131,-99.17454,Shared room in home,Shared room,"[""Wifi"", ""Kitchen"", ""Self check-in"", ""Outdoor dining area"", ""Cooking basics"", ""Lockbox""]",2024-09-26,t,2024-04-13,2024-07-08,Unknown,t,0.9,0.98,76.0,82.0,4.0,2.0,1.0,1.0,142.0,1.0,365.0,1.0,365.0,26,86,259,6.0,4.83,4.83,4.5,4.83,4.17,4.67,5.0,51.0,0.0,1.8,0.1
