,id,last_scraped,name,host_id,host_name,host_since,host_response_time,host_is_superhost,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,amenities,calendar_last_scraped,has_availability,first_review,last_review,license,instant_bookable,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
22923,1118173216727497991,2024-09-26,3 Std King Rooms w/ Spa - Steps from Parque México,547379024,Mondrian Mexico City,2023-11-20,within a few hours,f,f,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40894721564502,-99.16968205504558,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,22.0,31.0,6.0,3.0,3.0,3.0,4916.0,1.0,1125.0,1.0,911.1,21,77,351,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,10.0,0.0,0.0,0.0
22924,1118175839510356501,2024-09-26,Spa Hotel w/ Yoga - Explore Plaza Popocatepetl!,547379024,Mondrian Mexico City,2023-11-20,within a few hours,f,f,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40684792269204,-99.16899247973863,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,22.0,31.0,2.0,1.0,1.0,1.0,5333.0,1.0,1125.0,1.0,990.8,30,90,364,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,10.0,0.0,0.0,0.0
22925,1118175965894565797,2024-09-26,Chic Condesa Stay w\ Rooftop Views,547379024,Mondrian Mexico City,2023-11-20,within a few hours,f,f,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40677244885305,-99.16772674314149,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,22.0,31.0,2.0,1.0,1.0,1.0,5333.0,1.0,1125.0,1.0,990.8,30,90,364,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,10.0,0.0,0.0,0.0
22926,1118176220387018952,2024-09-26,Mexico City Luxury Oasis with Pool | 2 Units,547379024,Mondrian Mexico City,2023-11-20,within a few hours,f,f,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40691644655866,-99.1679096215427,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,22.0,31.0,4.0,2.0,2.0,2.0,4916.0,1.0,1125.0,1.0,905.9,22,78,352,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,10.0,0.0,0.0,0.0
22927,1118176678749693668,2024-09-26,2 Superior King Suites w/ Spa - Mexico City Charms,547379024,Mondrian Mexico City,2023-11-20,within a few hours,f,f,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.406992089475533,-99.1678368406751,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,22.0,31.0,4.0,2.0,2.0,2.0,5333.0,1.0,1125.0,1.0,990.8,30,90,364,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,10.0,0.0,0.0,0.0
23180,1131924443320041603,2024-09-26,Parque México District Unit! Vibrant Night Life,546670717,Andaz Mexico City,2023-11-15,within a day,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40903133599291,-99.1697972401784,Room in boutique hotel,Hotel room,"[""Pool"", ""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Refrigerator"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Backyard"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,0.5,1.0,12.0,12.0,2.0,1.0,1.0,1.0,4437.0,1.0,365.0,1.0,2.6,21,78,85,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,7.0,0.0,0.0,0.0
23182,1131979035848951599,2024-09-26,Enjoy Art Deco at Modern Hotel in La Condesa,546670717,Andaz Mexico City,2023-11-15,within a day,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.408296506298537,-99.16785688309366,Room in boutique hotel,Hotel room,"[""Pool"", ""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Refrigerator"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Backyard"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,0.5,1.0,12.0,12.0,4.0,1.0,1.0,2.0,4437.0,1.0,365.0,1.0,166.8,22,79,86,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,7.0,0.0,0.0,0.0
23193,1131986160893383000,2024-09-26,2 Double Bed Unit w/ Pool in Mexico City Center,546670717,Andaz Mexico City,2023-11-15,within a day,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.408468060506884,-99.16802972382727,Room in boutique hotel,Hotel room,"[""Pool"", ""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Refrigerator"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Backyard"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,0.5,1.0,12.0,12.0,8.0,2.0,2.0,4.0,8873.0,1.0,365.0,1.0,166.8,22,79,86,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,7.0,0.0,0.0,0.0
23194,1131988917388338317,2024-09-26,Wander Zócalo! 3 Rooms w/ Spa in Amazing Hotel,546670717,Andaz Mexico City,2023-11-15,within a day,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.407306781383625,-99.16810295496327,Room in boutique hotel,Hotel room,"[""Pool"", ""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Refrigerator"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Backyard"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,0.5,1.0,12.0,12.0,3.1,3.0,3.0,6.0,13294.0,1.0,365.0,1.0,166.8,0,0,0,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,7.0,0.0,0.0,0.0
23197,1132047513069992334,2024-09-26,4 Family Rooms w/ Heated Pool - Popocatepetl Views,546670717,Andaz Mexico City,2023-11-15,within a day,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40875319263064,-99.1699154765684,Room in boutique hotel,Hotel room,"[""Pool"", ""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Refrigerator"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Backyard"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,0.5,1.0,12.0,12.0,3.1,4.0,4.0,1.8,1373.3,1.0,365.0,1.0,166.8,0,0,0,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,7.0,0.0,0.0,0.0
23198,1132055684168202708,2024-09-26,Opulent Hotel Perfect for Couples!,546670717,Andaz Mexico City,2023-11-15,within a day,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40696,-99.16785,Room in boutique hotel,Hotel room,"[""Pool"", ""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Refrigerator"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Backyard"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,0.5,1.0,12.0,12.0,3.0,1.0,1.0,2.0,1511.648404142887,1.0,365.0,1.0,2.6,21,78,85,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,7.0,0.0,0.0,0.0
23199,1132057370827706133,2024-09-26,Artistic Boutique Hotel w/ Rooftop Infinity Pool,546670717,Andaz Mexico City,2023-11-15,within a day,f,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19.40727,-99.16966,Room in boutique hotel,Hotel room,"[""Pool"", ""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Refrigerator"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Backyard"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,0.5,1.0,12.0,12.0,3.0,1.0,1.0,2.0,5024.0,1.0,365.0,1.0,2.6,22,79,86,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,7.0,0.0,0.0,0.0
24761,1188427846783710937,2024-09-26,Excellent Choice! Two Comfortable Units!,548579186,Aishat,2023-11-28,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.43511,-99.14708,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,1.0,8.0,8.0,6.0,2.0,2.0,2.0,3509.0,1.0,365.0,1.0,262.5,24,69,69,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,7.0,0.0,0.0,0.0
24762,1188427954701085014,2024-09-26,"Enjoyable Mexican Vacay! 2 Units, Free Parking!",548579186,Aishat,2023-11-28,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.43673,-99.14705,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,1.0,8.0,8.0,6.0,2.0,2.0,2.0,3509.0,1.0,365.0,1.0,262.5,24,69,69,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,7.0,0.0,0.0,0.0
24763,1188428334624464073,2024-09-26,Explore More of Mexico! 2 Units Near Zocalo Square,548579186,Aishat,2023-11-28,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.43542,-99.14673,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,1.0,8.0,8.0,6.0,2.0,2.0,2.0,3509.0,1.0,365.0,1.0,262.5,24,69,69,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,7.0,0.0,0.0,0.0
24764,1188428769197567214,2024-09-26,3 Deluxe Units Close to Museum of Fine Arts,548579186,Aishat,2023-11-28,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.436714197221,-99.1468930936795,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,1.0,8.0,8.0,9.0,3.0,3.0,3.0,5271.0,1.0,365.0,1.0,262.5,24,69,69,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,7.0,0.0,0.0,0.0
24774,1188428907004520150,2024-09-26,"4 Deluxe Units, Free Onsite Parking, Bike Rental",548579186,Aishat,2023-11-28,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.43732,-99.14869,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,1.0,8.0,8.0,3.1,4.0,4.0,4.0,7018.0,1.0,365.0,1.0,262.5,24,69,69,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,7.0,0.0,0.0,0.0
24859,1188427363522633424,2024-09-26,"Look No More! Parking, Near Mexico City Old Town",548579186,Aishat,2023-11-28,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.437381360624087,-99.14895809463911,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,1.0,8.0,8.0,3.0,1.0,1.0,1.0,1762.0,1.0,365.0,1.0,262.5,24,69,69,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,7.0,0.0,0.0,0.0
24860,1188427441860298428,2024-09-26,Great Relaxing Overnight Stay! FREE Parking!,548579186,Aishat,2023-11-28,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.43514,-99.14741,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,1.0,8.0,8.0,3.0,1.0,1.0,1.0,1762.0,1.0,365.0,1.0,262.5,25,70,70,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,7.0,0.0,0.0,0.0
24870,1191427923376391429,2024-09-26,"In the Heart of Mexico City, All Modern Amenities!",547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.4357940711192,-99.14694717157532,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,3.0,1.0,1.0,2.0,1484.0,1.0,365.0,1.0,262.5,23,42,42,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
24871,1191428005181549892,2024-09-26,Your Home Away From Home! Free Parking,547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.43727626474719,-99.14818543362988,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,3.0,1.0,1.0,2.0,1484.0,1.0,365.0,1.0,262.5,23,42,42,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
24872,1191428054753165722,2024-09-26,Look No More! Near Cathedral of Mexico City,547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.43551278142517,-99.1467341236927,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,3.0,1.0,1.0,2.0,1484.0,1.0,365.0,1.0,262.5,23,42,42,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
24873,1191428112633521370,2024-09-26,Relax and Recharge! Minutes to Soumaya Museum,547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.4351837083852,-99.14825788677066,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,3.0,1.0,1.0,2.0,1484.0,1.0,365.0,1.0,262.5,23,42,42,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
24884,1191428184576529645,2024-09-26,"For Arts Enthusiasts! 3 Units, City Views",547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.43507,-99.14709,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,9.0,3.0,3.0,6.0,4467.0,1.0,365.0,1.0,262.5,23,42,42,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
24885,1191428227798815826,2024-09-26,"Live Music! 3 Chic Units, Steps to Alameda Centra",547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.43550836080804,-99.14891651638165,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,9.0,3.0,3.0,6.0,4467.0,1.0,365.0,1.0,262.5,23,42,42,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
24886,1191428312738873413,2024-09-26,Perfection in the Company of History! 4 Units,547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.43577,-99.14685,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,3.1,4.0,4.0,1.8,5951.0,1.0,365.0,1.0,262.5,23,42,42,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
24887,1191428362849247701,2024-09-26,Discover Life and Serenity with 4 Modern Units,547380140,Aishat,2023-11-20,within an hour,f,f,"Mexico City, Mexico",Cuauhtémoc,19.435254272017296,-99.14806447771883,Room in hotel,Hotel room,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,23.0,23.0,3.1,4.0,4.0,1.8,5951.0,1.0,365.0,1.0,262.5,23,42,42,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,22.0,0.0,0.0,0.0
